page_seq,house_seq,title,url,address,area_m2,bedrooms,en_suites,price,bathrooms,parking_spaces,type,street_name,street_number,city,condo_name
9,5,                Casa de condominio com 4 Quartos para VendaAluguel 450m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-450m2-venda-RS2650000-id-2484234880/,"                Alameda das Sucupiras - Aldeia da Serra, Santana de Parnaíba - SP              ",450.0,4.0,4.0,2650000,4.0,4.0,House,Alameda das Sucupiras,,Santana de Parnaíba SP,Morada dos Pinheiros
9,6,                Casa de condominio com 3 Quartos a Venda 430m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-430m2-venda-RS1700000-id-86433842/,"                Alameda dos Jasmins - Aldeia da Serra, Santana de Parnaíba - SP              ",430.0,3.0,3.0,1700000,3.0,4.0,House,Alameda dos Jasmins,,Santana de Parnaíba SP,Morada das Flores
9,7,                Casa de condominio com 4 Quartos a Venda 476m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-476m2-venda-RS1650000-id-86433559/,"                Alameda das Castanheiras - Aldeia da Serra, Santana de Parnaíba - SP              ",476.0,4.0,3.0,1650000,4.0,8.0,House,Alameda das Castanheiras,,Santana de Parnaíba SP,Morada dos Pinheiros
9,8,                Casa de condominio com 4 Quartos a Venda 420m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-420m2-venda-RS2000000-id-86433302/,"                Alameda dos Manacás - Aldeia da Serra, Santana de Parnaíba - SP              ",420.0,4.0,2.0,2000000,4.0,6.0,House,Alameda dos Manacás,,Santana de Parnaíba SP,Morada das Flores
9,9,                Casa de condominio com 3 Quartos para VendaAluguel 430m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-430m2-venda-RS1800000-id-2484232872/,"                Alameda Andorinha - Aldeia da Serra, Barueri - SP              ",430.0,3.0,3.0,1800000,3.0,6.0,House,Alameda Andorinha,,Barueri SP,Morada dos Pássaros
9,10,                Casa de condominio com 4 Quartos a Venda 1000m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-1000m2-venda-RS7200000-id-2482351774/,"                Alameda dos Pinhos - Aldeia da Serra, Santana de Parnaíba - SP              ",1000.0,4.0,4.0,7200000,4.0,6.0,House,Alameda dos Pinhos,,Santana de Parnaíba SP,Morada dos Pinheiros
9,11,                LoteTerreno    a Venda 384m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-384m2-venda-RS265000-id-2480236323/,"                Estrada Doutor Yojiro Takaoka, 2165 - Aldeia da Serra, Barueri - SP              ",384.0,,,265000,,,Allotment,Estrada Doutor Yojiro Takaoka,2165.0,Barueri SP,Morada da Serra / Nuvens
9,12,                Apartamento com 3 Quartos a Venda 138m2            ,www.vivareal.com.br/imovel/apartamento-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-138m2-venda-RS800000-id-2482351987/,"                Avenida Queimada - Aldeia da Serra, Barueri - SP              ",138.0,3.0,1.0,800000,3.0,2.0,Apartment,Avenida Queimada,,Barueri SP,Morada dos Lagos
9,13,                Casa com 3 Quartos a Venda 235m2            ,www.vivareal.com.br/imovel/casa-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-235m2-venda-RS1100000-id-2486334287/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",235.0,3.0,2.0,1100000,3.0,2.0,House,,,Santana de Parnaíba SP,
9,14,                LoteTerreno    a Venda 240m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-240m2-venda-RS840000-id-2482351578/,"                Avenida Real - Aldeia da Serra, Barueri - SP              ",240.0,,,840000,,,Allotment,Avenida Real,,Barueri SP,Morada dos Lagos
9,15,                Casa de condominio com 3 Quartos a Venda 340m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-340m2-venda-RS2335001-id-2445657969/,"                Alameda Sabiá - Aldeia da Serra, Barueri - SP              ",340.0,3.0,3.0,2335001,3.0,6.0,House,Alameda Sabiá,,Barueri SP,Morada dos Pássaros
9,16,                Casa de condominio com 5 Quartos a Venda 600m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-600m2-venda-RS4500000-id-1040914916/,"                Alameda das Paineiras - Aldeia da Serra, Santana de Parnaíba - SP              ",600.0,5.0,5.0,4500000,5.0,4.0,House,Alameda das Paineiras,,Santana de Parnaíba SP,Morada dos Pinheiros
9,17,                Casa de condominio com 4 Quartos a Venda 520m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-520m2-venda-RS3350000-id-2488378122/,"                Alameda Jaguaruna - Aldeia da Serra, Barueri - SP              ",520.0,4.0,4.0,3350000,4.0,3.0,House,Alameda Jaguaruna,,Barueri SP,Morada dos Lagos
9,18,                LoteTerreno    a Venda 490m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-490m2-venda-RS661500-id-2482351787/,"                Alameda Xarais - Aldeia da Serra, Barueri - SP              ",490.0,,,661500,,,Allotment,Alameda Xarais,,Barueri SP,Morada dos Lagos
9,19,                Casa de condominio com 5 Quartos a Venda 840m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-840m2-venda-RS1100000-id-2445708706/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",840.0,5.0,3.0,1100000,5.0,2.0,House,,,Santana de Parnaíba SP,
9,20,                LoteTerreno    a Venda 570m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-570m2-venda-RS625000-id-2482351264/,"                Alameda das Dálias - Aldeia da Serra, Santana de Parnaíba - SP              ",570.0,,,625000,,,Allotment,Alameda das Dálias,,Santana de Parnaíba SP,Morada das Flores
9,21,                Casa de condominio com 5 Quartos a Venda 410m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-410m2-venda-RS2490000-id-86434631/,"                Alameda Garopaba - Aldeia da Serra, Barueri - SP              ",410.0,5.0,4.0,2490000,5.0,6.0,House,Alameda Garopaba,,Barueri SP,Morada dos Lagos
9,22,                Casa de condominio com 4 Quartos a Venda 240m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-240m2-venda-RS1300000-id-86433570/,"                Alameda das Rosas - Aldeia da Serra, Santana de Parnaíba - SP              ",240.0,4.0,2.0,1300000,4.0,4.0,House,Alameda das Rosas,,Santana de Parnaíba SP,Morada das Flores
9,23,                Casa de condominio com 4 Quartos a Venda 600m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-600m2-venda-RS1700000-id-86434792/,"                Alameda Colibri - Aldeia da Serra, Barueri - SP              ",600.0,4.0,2.0,1700000,4.0,4.0,House,Alameda Colibri,,Barueri SP,Morada dos Pássaros
9,24,                LoteTerreno    a Venda 250m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-250m2-venda-RS150000-id-2474275000/,"                Alameda Karajá - Aldeia da Serra, Santana de Parnaíba - SP              ",250.0,,,150000,,,Allotment,Alameda Karajá,,Santana de Parnaíba SP,Morada da Aldeia
9,25,                Casa de condominio com 4 Quartos a Venda 393m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-393m2-venda-RS2499000-id-86434597/,"                Alameda Salgueiros - Aldeia da Serra, Barueri - SP              ",393.0,4.0,2.0,2499000,4.0,6.0,House,Alameda Salgueiros,,Barueri SP,Morada dos Lagos
9,26,                Casa de condominio com 4 Quartos a Venda 250m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-250m2-venda-RS1100000-id-86433773/,"                Alameda Canário - Aldeia da Serra, Barueri - SP              ",250.0,4.0,2.0,1100000,4.0,4.0,House,Alameda Canário,,Barueri SP,Morada dos Pássaros
9,27,                Casa de condominio com 3 Quartos a Venda 270m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-270m2-venda-RS1300000-id-86433284/,"                Alameda dos Jasmins - Aldeia da Serra, Santana de Parnaíba - SP              ",270.0,3.0,3.0,1300000,3.0,4.0,House,Alameda dos Jasmins,,Santana de Parnaíba SP,Morada das Flores
9,28,                Casa de condominio com 6 Quartos a Venda 410m2            ,www.vivareal.com.br/imovel/casa-de-condominio-6-quartos-aldeia-da-serra-bairros-barueri-com-garagem-410m2-venda-RS2650000-id-86434372/,"                Alameda Caraceres - Aldeia da Serra, Barueri - SP              ",410.0,6.0,2.0,2650000,6.0,8.0,House,Alameda Caraceres,,Barueri SP,Morada dos Lagos
9,29,                Casa de condominio com 4 Quartos a Venda 340m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-340m2-venda-RS1300000-id-2488101705/,"                Alameda Sabiá - Aldeia da Serra, Barueri - SP              ",340.0,4.0,2.0,1300000,4.0,4.0,House,Alameda Sabiá,,Barueri SP,Morada dos Pássaros
9,30,                Casa de condominio com 4 Quartos a Venda 385m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-385m2-venda-RS1500000-id-86434734/,"                Alameda das Perobas - Aldeia da Serra, Santana de Parnaíba - SP              ",385.0,4.0,2.0,1500000,4.0,8.0,House,Alameda das Perobas,,Santana de Parnaíba SP,Morada dos Pinheiros
9,31,                LoteTerreno    a Venda 498m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-498m2-venda-RS498000-id-2482351694/,"                Alameda Rouxinol - Aldeia da Serra, Barueri - SP              ",498.0,,,498000,,,Allotment,Alameda Rouxinol,,Barueri SP,Morada dos Pássaros
9,32,                Apartamento com 2 Quartos a Venda 72m2            ,www.vivareal.com.br/imovel/apartamento-2-quartos-aldeia-da-serra-bairros-barueri-com-garagem-72m2-venda-RS520000-id-2471274179/,"                Aldeia da Serra, Barueri - SP              ",72.0,2.0,1.0,520000,2.0,1.0,Apartment,,,Barueri SP,
9,33,                LoteTerreno    a Venda 738m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-738m2-venda-RS812230-id-2482352374/,"                Alameda Altair - Aldeia da Serra, Barueri - SP              ",738.0,,,812230,,,Allotment,Alameda Altair,,Barueri SP,Morada das Estrelas
9,34,                LoteTerreno    a Venda 420m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-420m2-venda-RS495000-id-2482351621/,"                Alameda dos Açaís - Aldeia da Serra, Santana de Parnaíba - SP              ",420.0,,,495000,,,Allotment,Alameda dos Açaís,,Santana de Parnaíba SP,Morada dos Pinheiros
9,35,                Casa de condominio com 4 Quartos a Venda 410m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-410m2-venda-RS1900000-id-86433649/,"                Alameda Canário - Aldeia da Serra, Barueri - SP              ",410.0,4.0,2.0,1900000,4.0,6.0,House,Alameda Canário,,Barueri SP,Morada dos Pássaros
10,0,                Casa de condominio com 4 Quartos para VendaAluguel 380m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-380m2-venda-RS2300000-id-2482349458/,"                Alameda das Seringueiras - Aldeia da Serra, Santana de Parnaíba - SP              ",380.0,4.0,,2300000,4.0,,House,Alameda das Seringueiras,,Santana de Parnaíba SP,Morada dos Pinheiros
10,1,                LoteTerreno    a Venda 924m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-924m2-venda-RS1020000-id-2487126696/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",924.0,,,1020000,,,Allotment,,,Santana de Parnaíba SP,
10,2,                Sobrado com 3 Quartos a Venda 350m2            ,www.vivareal.com.br/imovel/sobrado-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-350m2-venda-RS1300000-id-2476421282/,"                Estrada Doutor Yojiro Takaoka, 2165 - Aldeia da Serra, Barueri - SP              ",350.0,3.0,3.0,1300000,3.0,4.0,House,Estrada Doutor Yojiro Takaoka,2165.0,Barueri SP,Morada da Serra / Nuvens
10,3,                Casa de condominio com 4 Quartos a Venda 302m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-302m2-venda-RS1350000-id-86434799/,"                Alameda Gaivota - Aldeia da Serra, Barueri - SP              ",302.0,4.0,2.0,1350000,4.0,4.0,House,Alameda Gaivota,,Barueri SP,Morada dos Pássaros
10,4,                Casa de condominio com 5 Quartos a Venda 600m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-600m2-venda-RS2500000-id-1041508215/,"                Alameda Procion - Aldeia da Serra, Barueri - SP              ",600.0,5.0,5.0,2500000,5.0,9.0,House,Alameda Procion,,Barueri SP,Morada das Estrelas
10,5,                Casa de condominio com 3 Quartos a Venda 650m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-650m2-venda-RS2900000-id-86433771/,"                Alameda Antares - Aldeia da Serra, Barueri - SP              ",650.0,3.0,2.0,2900000,3.0,4.0,House,Alameda Antares,,Barueri SP,Morada das Estrelas
10,6,                LoteTerreno    a Venda 814m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-814m2-venda-RS813000-id-2482351300/,"                Avenida dos Lagos - Aldeia da Serra, Barueri - SP              ",814.0,,,813000,,,Allotment,Avenida dos Lagos,,Barueri SP,Morada dos Lagos
10,7,                Casa com 4 Quartos a Venda 820m2            ,www.vivareal.com.br/imovel/casa-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-820m2-venda-RS4200000-id-2465603992/,"                Aldeia da Serra, Barueri - SP              ",820.0,4.0,4.0,4200000,4.0,10.0,House,,,Barueri SP,
10,8,                Casa de condominio com 3 Quartos a Venda 350m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-350m2-venda-RS1258000-id-2472649773/,"                Estrada Doutor Yojiro Takaoka - Aldeia da Serra, Barueri - SP              ",350.0,3.0,3.0,1258000,3.0,4.0,House,Estrada Doutor Yojiro Takaoka,,Barueri SP,Morada da Serra / Nuvens
10,9,                Casa com 5 Quartos a Venda 1000m2            ,www.vivareal.com.br/imovel/casa-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-1000m2-venda-RS8950000-id-2444988406/,"                Aldeia da Serra, Barueri - SP              ",1000.0,5.0,5.0,8950000,5.0,12.0,House,,,Barueri SP,
10,10,                Sobrado com 3 Quartos a Venda 396m2            ,www.vivareal.com.br/imovel/sobrado-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-396m2-venda-RS2500000-id-1504305474/,"                Calçada Rigel, 20 - Aldeia da Serra, Santana de Parnaíba - SP              ",396.0,3.0,3.0,2500000,3.0,4.0,House,Calçada Rigel,20.0,Santana de Parnaíba SP,Morada das Estrelas
10,11,                Casa de condominio com 4 Quartos a Venda 360m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-360m2-venda-RS1400000-id-1449635496/,"                Avenida dos Lagos - Aldeia da Serra, Santana de Parnaíba - SP              ",360.0,4.0,2.0,1400000,4.0,4.0,House,Avenida dos Lagos,,Santana de Parnaíba SP,Morada dos Lagos
10,12,                Casa de condominio com 4 Quartos a Venda 812m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-812m2-venda-RS4450000-id-2456644732/,"                Alameda Pintarroxo - Aldeia da Serra, Barueri - SP              ",812.0,4.0,4.0,4450000,4.0,10.0,House,Alameda Pintarroxo,,Barueri SP,Morada dos Pássaros
10,13,                Casa com 3 Quartos a Venda 480m2            ,www.vivareal.com.br/imovel/casa-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-480m2-venda-RS3900000-id-2480466775/,"                Aldeia da Serra, Barueri - SP              ",480.0,3.0,3.0,3900000,3.0,3.0,House,,,Barueri SP,
10,14,                Casa de condominio com 4 Quartos a Venda 630m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-630m2-venda-RS1750000-id-2465602018/,"                Aldeia da Serra, Barueri - SP              ",630.0,4.0,4.0,1750000,4.0,4.0,House,,,Barueri SP,
10,15,                Casa de condominio com 4 Quartos a Venda 540m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-540m2-venda-RS1750000-id-86433961/,"                Alameda Dourada - Aldeia da Serra, Barueri - SP              ",540.0,4.0,4.0,1750000,4.0,8.0,House,Alameda Dourada,,Barueri SP,Morada dos Lagos
10,16,                LoteTerreno    a Venda 572m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-572m2-venda-RS740000-id-2482349918/,"                Alameda Campelo - Aldeia da Serra, Barueri - SP              ",572.0,,,740000,,,Allotment,Alameda Campelo,,Barueri SP,Morada dos Lagos
10,17,                Casa de condominio com 4 Quartos a Venda 447m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-447m2-venda-RS2500000-id-86433180/,"                Alameda Procion - Aldeia da Serra, Barueri - SP              ",447.0,4.0,4.0,2500000,4.0,4.0,House,Alameda Procion,,Barueri SP,Morada das Estrelas
10,18,                Casa de condominio com 5 Quartos a Venda 1800m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-1800m2-venda-RS3500000-id-86433500/,"                Alameda Sabiá - Aldeia da Serra, Barueri - SP              ",1800.0,5.0,5.0,3500000,5.0,6.0,House,Alameda Sabiá,,Barueri SP,Morada dos Pássaros
10,19,                Casa de condominio com 4 Quartos a Venda 450m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-450m2-venda-RS1600000-id-86433724/,"                Alameda Procion - Aldeia da Serra, Barueri - SP              ",450.0,4.0,4.0,1600000,4.0,4.0,House,Alameda Procion,,Barueri SP,Morada das Estrelas
10,20,                Casa de condominio com 4 Quartos a Venda 740m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-740m2-venda-RS5465000-id-2456697637/,"                Aldeia da Serra, Barueri - SP              ",740.0,4.0,4.0,5465000,4.0,6.0,House,,,Barueri SP,
10,21,                Casa de condominio com 7 Quartos para VendaAluguel 650m2            ,www.vivareal.com.br/imovel/casa-de-condominio-7-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-650m2-venda-RS4900000-id-2445097960/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",650.0,7.0,4.0,4900000,7.0,12.0,House,,,Santana de Parnaíba SP,
10,22,                Casa com 4 Quartos para VendaAluguel 350m2            ,www.vivareal.com.br/imovel/casa-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-350m2-venda-RS1500000-id-2482351269/,"                Alameda das Rosas - Aldeia da Serra, Santana de Parnaíba - SP              ",350.0,4.0,2.0,1500000,4.0,4.0,House,Alameda das Rosas,,Santana de Parnaíba SP,Morada das Flores
10,23,                Casa de condominio com 6 Quartos a Venda 907m2            ,www.vivareal.com.br/imovel/casa-de-condominio-6-quartos-aldeia-da-serra-bairros-barueri-com-garagem-907m2-venda-RS6300000-id-2450218423/,"                Alameda Rouxinol - Aldeia da Serra, Barueri - SP              ",907.0,6.0,3.0,6300000,6.0,11.0,House,Alameda Rouxinol,,Barueri SP,Morada dos Pássaros
10,24,                LoteTerreno    a Venda 1000m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-1000m2-venda-RS4770000-id-2456645487/,"                Avenida Queimada - Aldeia da Serra, Barueri - SP              ",1000.0,,,4770000,,,Allotment,Avenida Queimada,,Barueri SP,Morada dos Lagos
10,25,                FazendaSitioChacara    a Venda 6000m2            ,www.vivareal.com.br/imovel/fazenda---sitio-aldeia-da-serra-bairros-santana-de-parnaiba-6000m2-venda-RS11000000-id-2477924647/,"                Estrada da União - Aldeia da Serra, Santana de Parnaíba - SP              ",6000.0,,,11000000,,,Country house,Estrada da União,,Santana de Parnaíba SP,Ingaí
10,26,                Casa de condominio com 3 Quartos a Venda 300m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-300m2-venda-RS1350000-id-86434193/,"                Alameda dos Jataís - Aldeia da Serra, Santana de Parnaíba - SP              ",300.0,3.0,1.0,1350000,3.0,4.0,House,Alameda dos Jataís,,Santana de Parnaíba SP,Morada dos Pinheiros
10,27,                Casa de condominio com 5 Quartos a Venda 600m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-600m2-venda-RS2500000-id-59182714/,"                Alameda Procion - Aldeia da Serra, Barueri - SP              ",600.0,5.0,5.0,2500000,5.0,6.0,House,Alameda Procion,,Barueri SP,Morada das Estrelas
10,28,                LoteTerreno    a Venda 811m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-811m2-venda-RS1050000-id-2482474978/,"                Aldeia da Serra, Barueri - SP              ",811.0,,,1050000,,,Allotment,,,Barueri SP,
10,29,                Casa de condominio com 4 Quartos a Venda 250m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-250m2-venda-RS1190000-id-59182654/,"                Alameda das Tulipas - Aldeia da Serra, Santana de Parnaíba - SP              ",250.0,4.0,2.0,1190000,4.0,4.0,House,Alameda das Tulipas,,Santana de Parnaíba SP,Morada das Flores
10,30,                Casa de condominio com 3 Quartos a Venda 224m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-224m2-venda-RS990000-id-2455489995/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",224.0,3.0,1.0,990000,3.0,3.0,House,,,Santana de Parnaíba SP,
10,31,                Casa de condominio com 4 Quartos a Venda 500m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-500m2-venda-RS1900000-id-2482449492/,"                Aldeia da Serra, Barueri - SP              ",500.0,4.0,4.0,1900000,4.0,4.0,House,,,Barueri SP,
10,32,                LoteTerreno    a Venda 539m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-539m2-venda-RS592500-id-2482351431/,"                Alameda das Anêmonas - Aldeia da Serra, Santana de Parnaíba - SP              ",539.0,,,592500,,,Allotment,Alameda das Anêmonas,,Santana de Parnaíba SP,Morada das Flores
10,33,                Casa de condominio com 4 Quartos a Venda 300m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-300m2-venda-RS1300000-id-2482777875/,"                Aldeia da Serra, Barueri - SP              ",300.0,4.0,2.0,1300000,4.0,8.0,House,,,Barueri SP,
10,34,                LoteTerreno    a Venda 308m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-308m2-venda-RS270000-id-2482351289/,"                Estrada do Ingay - Aldeia da Serra, Santana de Parnaíba - SP              ",308.0,,,270000,,,Allotment,Estrada do Ingay,,Santana de Parnaíba SP,Ingaí
10,35,                LoteTerreno    a Venda 611m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-611m2-venda-RS610000-id-2482474982/,"                Aldeia da Serra, Barueri - SP              ",611.0,,,610000,,,Allotment,,,Barueri SP,
11,0,                Casa de condominio com 4 Quartos a Venda 412m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-412m2-venda-RS1620000-id-86433796/,"                Alameda das Castanheiras - Aldeia da Serra, Santana de Parnaíba - SP              ",412.0,4.0,4.0,1620000,4.0,4.0,House,Alameda das Castanheiras,,Santana de Parnaíba SP,Morada dos Pinheiros
11,1,                LoteTerreno    a Venda 650m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-650m2-venda-RS898000-id-2456645790/,"                Alameda Cardeal - Aldeia da Serra, Barueri - SP              ",650.0,,,898000,,,Allotment,Alameda Cardeal,,Barueri SP,Morada dos Pássaros
11,2,                Casa de condominio com 4 Quartos para VendaAluguel 520m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-520m2-venda-RS2800000-id-2482349453/,"                Alameda Caraceres - Aldeia da Serra, Barueri - SP              ",520.0,4.0,4.0,2800000,4.0,5.0,House,Alameda Caraceres,,Barueri SP,Morada dos Lagos
11,3,                Casa de condominio com 4 Quartos a Venda 380m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-380m2-venda-RS2300000-id-2448436936/,"                Alameda das Seringueiras - Aldeia da Serra, Santana de Parnaíba - SP              ",380.0,4.0,4.0,2300000,4.0,6.0,House,Alameda das Seringueiras,,Santana de Parnaíba SP,Morada dos Pinheiros
11,4,                LoteTerreno    a Venda 601m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-601m2-venda-RS721200-id-2482474973/,"                Aldeia da Serra, Barueri - SP              ",601.0,,,721200,,,Allotment,,,Barueri SP,
11,5,                LoteTerreno    a Venda 490m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-490m2-venda-RS661500-id-2482350739/,"                Alameda Xarais - Aldeia da Serra, Barueri - SP              ",490.0,,,661500,,,Allotment,Alameda Xarais,,Barueri SP,Morada dos Lagos
11,6,                LoteTerreno    a Venda 600m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-barueri-600m2-venda-RS830000-id-2456643631/,"                Alameda Colibri - Aldeia da Serra, Barueri - SP              ",600.0,,,830000,,,Allotment,Alameda Colibri,,Barueri SP,Morada dos Pássaros
11,7,                Casa de condominio com 4 Quartos a Venda 420m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-420m2-venda-RS2800000-id-2482351995/,"                Alameda das Violetas - Aldeia da Serra, Santana de Parnaíba - SP              ",420.0,4.0,4.0,2800000,4.0,6.0,House,Alameda das Violetas,,Santana de Parnaíba SP,Morada das Flores
