page_seq,house_seq,title,url,address,area_m2,bedrooms,en_suites,price,bathrooms,parking_spaces,type,street_name,street_number,condo_name,city
0,0,  Casa com 4 Quartos a Venda 380m2  ,www.vivareal.com.br/imovel/casa-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-380m2-venda-RS1400000-id-2484881791/," Estrada Doutor Yojiro Takaoka, 2165 - Aldeia da Serra, Barueri - SP ",380.0,4.0,3.0,1400000,4,3.0,Casa,Estrada Doutor Yojiro Takaoka,2165.0,,Barueri  SP
0,2,  Casa de condominio com 3 Quartos para VendaAluguel 275m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-275m2-venda-RS1650000-id-2482351419/," Alameda Cardeal - Aldeia da Serra, Barueri - SP ",275.0,3.0,3.0,1650000,6,4.0,Casa,Alameda Cardeal,,,Barueri  SP
0,3,  Casa com 4 Quartos para VendaAluguel 209m2  ,www.vivareal.com.br/imovel/casa-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-209m2-venda-RS1200000-id-2482349810/," Alameda Canário - Aldeia da Serra, Barueri - SP ",209.0,4.0,2.0,1200000,4,2.0,Casa,Alameda Canário,,,Barueri  SP
0,4,  Casa de condominio com 3 Quartos a Venda 300m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-300m2-venda-RS1200000-id-2483924229/," Alameda Sabiá - Aldeia da Serra, Barueri - SP ",300.0,3.0,3.0,1200000,5,4.0,Casa,Alameda Sabiá,,,Barueri  SP
0,5,  Casa de condominio com 4 Quartos a Venda 289m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-289m2-venda-RS1250000-id-2482349967/," Alameda Canário - Aldeia da Serra, Barueri - SP ",289.0,4.0,2.0,1250000,6,4.0,Casa,Alameda Canário,,,Barueri  SP
0,6,  Casa com 5 Quartos a Venda 440m2  ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-440m2-venda-RS3800000-id-2436026982/," Alameda Jagape - Aldeia da Serra, Barueri - SP ",440.0,5.0,5.0,3800000,7,3.0,Casa,Alameda Jagape,,,Barueri  SP
0,7,  Casa de condominio com 3 Quartos a Venda 400m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-400m2-venda-RS1180000-id-2484234874/," Alameda Macuco - Aldeia da Serra, Barueri - SP ",400.0,3.0,3.0,1180000,4,4.0,Casa,Alameda Macuco,,,Barueri  SP
0,9,  Casa de condominio com 4 Quartos a Venda 440m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-440m2-venda-RS2690000-id-2476330327/," Alameda Panema - Aldeia da Serra, Barueri - SP ",440.0,4.0,4.0,2690000,6,4.0,Casa,Alameda Panema,,,Barueri  SP
0,10,  Apartamento com 2 Quartos para VendaAluguel 66m2  ,www.vivareal.com.br/imovel/apartamento-2-quartos-aldeia-da-serra-bairros-barueri-66m2-venda-RS375000-id-2482781476/," Avenida Queimada - Aldeia da Serra, Barueri - SP ",66.0,2.0,1.0,375000,2,,Apartamento,Avenida Queimada,,,Barueri  SP
0,11,  Casa de condominio com 3 Quartos a Venda 340m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-340m2-venda-RS2300000-id-2481111619/," Alameda Jari - Aldeia da Serra, Barueri - SP ",340.0,3.0,3.0,2300000,5,2.0,Casa,Alameda Jari,,,Barueri  SP
0,12,  Casa de condominio com 4 Quartos a Venda 481m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-481m2-venda-RS2550000-id-2448437543/," Alameda Andorinha - Aldeia da Serra, Barueri - SP ",481.0,4.0,3.0,2550000,6,3.0,Casa,Alameda Andorinha,,,Barueri  SP
0,13,  Casa de condominio com 3 Quartos a Venda 320m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-320m2-venda-RS1500000-id-2472713420/," Alameda Sabiá - Aldeia da Serra, Barueri - SP ",320.0,3.0,1.0,1500000,4,4.0,Casa,Alameda Sabiá,,,Barueri  SP
0,14,  Casa de condominio com 5 Quartos a Venda 560m2  ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-560m2-venda-RS3300000-id-2455983124/," Avenida dos Lagos - Aldeia da Serra, Barueri - SP ",560.0,5.0,5.0,3300000,6,6.0,Casa,Avenida dos Lagos,,,Barueri  SP
0,16,  Casa de condominio com 5 Quartos a Venda 590m2  ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-590m2-venda-RS1799000-id-2448438259/," Alameda Colibri - Aldeia da Serra, Barueri - SP ",590.0,5.0,2.0,1799000,4,5.0,Casa,Alameda Colibri,,,Barueri  SP
0,17,  Casa de condominio com 4 Quartos para VendaAluguel 400m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-400m2-venda-RS1990000-id-2482350519/," Alameda Dourada - Aldeia da Serra, Barueri - SP ",400.0,4.0,4.0,1990000,6,4.0,Casa,Alameda Dourada,,,Barueri  SP
0,18,  Casa de condominio com 4 Quartos a Venda 420m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-420m2-venda-RS2300000-id-2482349460/," Alameda Xarais - Aldeia da Serra, Barueri - SP ",420.0,4.0,4.0,2300000,7,3.0,Casa,Alameda Xarais,,,Barueri  SP
0,19,  Casa de condominio com 4 Quartos a Venda 400m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-400m2-venda-RS1750000-id-2473968483/," Alameda Antares - Aldeia da Serra, Barueri - SP ",400.0,4.0,2.0,1750000,5,4.0,Casa,Alameda Antares,,,Barueri  SP
0,20,  Casa de condominio com 4 Quartos a Venda 455m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-455m2-venda-RS2300000-id-2482348742/," Alameda Caraceres - Aldeia da Serra, Barueri - SP ",455.0,4.0,4.0,2300000,7,2.0,Casa,Alameda Caraceres,,,Barueri  SP
0,21,  Casa com 5 Quartos a Venda 1000m2  ,www.vivareal.com.br/imovel/casa-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-1000m2-venda-RS8950000-id-2444988406/," Aldeia da Serra, Barueri - SP ",1000.0,5.0,5.0,8950000,7,12.0,Casa,,,,Barueri  SP
0,22,  Casa de condominio com 4 Quartos a Venda 278m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-278m2-venda-RS1400000-id-2482351647/," Alameda Procion - Aldeia da Serra, Barueri - SP ",278.0,4.0,2.0,1400000,5,2.0,Casa,Alameda Procion,,,Barueri  SP
0,23,  Casa de condominio com 4 Quartos a Venda 590m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-590m2-venda-RS2600000-id-2471016963/," Alameda Jaguaruna - Aldeia da Serra, Barueri - SP ",590.0,4.0,4.0,2600000,7,6.0,Casa,Alameda Jaguaruna,,,Barueri  SP
0,24,  Casa de condominio com 4 Quartos a Venda 400m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-400m2-venda-RS2300000-id-2482350731/," Alameda Campelo - Aldeia da Serra, Barueri - SP ",400.0,4.0,4.0,2300000,6,2.0,Casa,Alameda Campelo,,,Barueri  SP
0,25,  Casa de condominio com 3 Quartos a Venda 400m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-400m2-venda-RS2250000-id-2485167015/," Praça da Canoa - Aldeia da Serra, Barueri - SP ",400.0,3.0,3.0,2250000,5,4.0,Casa,Praça da Canoa,,,Barueri  SP
0,26,  Casa de condominio com 4 Quartos a Venda 410m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-410m2-venda-RS1160000-id-2482351642/," Alameda Beija-Flor - Aldeia da Serra, Barueri - SP ",410.0,4.0,2.0,1160000,4,4.0,Casa,Alameda BeijaFlor,,,Barueri  SP
0,27,  Casa com 4 Quartos a Venda 650m2  ,www.vivareal.com.br/imovel/casa-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-650m2-venda-RS2900000-id-2482351291/," Avenida dos Lagos - Aldeia da Serra, Barueri - SP ",650.0,4.0,4.0,2900000,6,8.0,Casa,Avenida dos Lagos,,,Barueri  SP
0,28,  Casa de condominio com 5 Quartos para VendaAluguel 485m2  ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-485m2-venda-RS1800000-id-2482349461/," Alameda Riguel - Aldeia da Serra, Barueri - SP ",485.0,5.0,5.0,1800000,6,4.0,Casa,Alameda Riguel,,,Barueri  SP
0,29,  Casa de condominio com 3 Quartos a Venda 250m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-250m2-venda-RS1250000-id-2482352174/," Alameda Gaivota - Aldeia da Serra, Barueri - SP ",250.0,3.0,1.0,1250000,4,4.0,Casa,Alameda Gaivota,,,Barueri  SP
0,30,  Casa de condominio com 5 Quartos a Venda 2000m2  ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-barueri-com-garagem-2000m2-venda-RS15000000-id-2448437345/," Alameda Rouxinol - Aldeia da Serra, Barueri - SP ",2000.0,5.0,5.0,15000000,12,4.0,Casa,Alameda Rouxinol,,,Barueri  SP
0,31,  Casa de condominio com 4 Quartos a Venda 341m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-341m2-venda-RS1390000-id-2482351436/," Alameda Cotovia - Aldeia da Serra, Barueri - SP ",341.0,4.0,2.0,1390000,4,4.0,Casa,Alameda Cotovia,,,Barueri  SP
0,32,  Apartamento com 2 Quartos a Venda 76m2  ,www.vivareal.com.br/imovel/apartamento-2-quartos-aldeia-da-serra-bairros-barueri-76m2-venda-RS510000-id-2482351265/," Avenida Queimada - Aldeia da Serra, Barueri - SP ",76.0,2.0,1.0,510000,2,,Apartamento,Avenida Queimada,,,Barueri  SP
0,33,  Casa de condominio com 3 Quartos a Venda 235m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-235m2-venda-RS1400000-id-2482351439/," Alameda Tuim - Aldeia da Serra, Barueri - SP ",235.0,3.0,1.0,1400000,4,4.0,Casa,Alameda Tuim,,,Barueri  SP
0,34,  Casa de condominio com 3 Quartos a Venda 350m2  ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-350m2-venda-RS1258000-id-2484501172/," Estrada Doutor Yojiro Takaoka - Aldeia da Serra, Barueri - SP ",350.0,3.0,3.0,1258000,3,4.0,Casa,Estrada Doutor Yojiro Takaoka,,,Barueri  SP
0,35,  Casa de condominio com 4 Quartos a Venda 415m2  ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-415m2-venda-RS2600000-id-2482348755/," Alameda Formosa - Aldeia da Serra, Barueri - SP ",415.0,4.0,4.0,2600000,6,4.0,Casa,Alameda Formosa,,,Barueri  SP
1,0,                Casa de condominio com 3 Quartos a Venda 279m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-279m2-venda-RS1280000-id-2482352484/,"                Alameda dos Jasmins - Aldeia da Serra, Santana de Parnaíba - SP              ",279.0,3.0,3.0,1280000,5,2.0,Casa,Alameda dos Jasmins,,,Santana de Parnaíba  SP
1,2,                Casa de condominio com 4 Quartos a Venda 300m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-300m2-venda-RS1300000-id-2466223227/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",300.0,4.0,3.0,1300000,5,3.0,Casa,,,,Santana de Parnaíba  SP
1,5,                LoteTerreno    a Venda 430m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-430m2-venda-RS380000-id-1042595003/,"                Estrada Marechal Mascarenhas de Moraes - Aldeia da Serra, Santana de Parnaíba - SP              ",430.0,,,380000,,,Lote,Estrada Marechal Mascarenhas de Moraes,,,Santana de Parnaíba  SP
1,7,                Casa de condominio com 4 Quartos a Venda 330m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-330m2-venda-RS1500000-id-2482351649/,"                Alameda das Camélias - Aldeia da Serra, Santana de Parnaíba - SP              ",330.0,4.0,4.0,1500000,6,1.0,Casa,Alameda das Camélias,,,Santana de Parnaíba  SP
1,9,                Casa de condominio com 4 Quartos a Venda 298m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-298m2-venda-RS960000-id-2485070095/,"                Alameda das Dálias - Aldeia da Serra, Santana de Parnaíba - SP              ",298.0,4.0,1.0,960000,4,4.0,Casa,Alameda das Dálias,,,Santana de Parnaíba  SP
1,10,                Casa de condominio com 4 Quartos a Venda 348m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-348m2-venda-RS1400000-id-2482349921/,"                Alameda das Tulipas - Aldeia da Serra, Santana de Parnaíba - SP              ",348.0,4.0,2.0,1400000,5,4.0,Casa,Alameda das Tulipas,,,Santana de Parnaíba  SP
1,11,                Casa de condominio com 3 Quartos a Venda 300m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-300m2-venda-RS1400000-id-2482349459/,"                Alameda das Camélias - Aldeia da Serra, Santana de Parnaíba - SP              ",300.0,3.0,3.0,1400000,6,4.0,Casa,Alameda das Camélias,,,Santana de Parnaíba  SP
1,12,                Casa de condominio com 3 Quartos a Venda 220m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-220m2-venda-RS1350000-id-2482352281/,"                Alameda das Margaridas - Aldeia da Serra, Santana de Parnaíba - SP              ",220.0,3.0,1.0,1350000,4,2.0,Casa,Alameda das Margaridas,,,Santana de Parnaíba  SP
1,14,                Casa de condominio com 3 Quartos a Venda 300m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-300m2-venda-RS1450000-id-2453851511/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",300.0,3.0,3.0,1450000,3,4.0,Casa,,,,Santana de Parnaíba  SP
1,20,                Casa de condominio com 4 Quartos a Venda 400m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-400m2-venda-RS1550000-id-2482350887/,"                Alameda das Perobas - Aldeia da Serra, Santana de Parnaíba - SP              ",400.0,4.0,4.0,1550000,5,4.0,Casa,Alameda das Perobas,,,Santana de Parnaíba  SP
1,21,                Casa de condominio com 4 Quartos a Venda 280m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-280m2-venda-RS1200000-id-2462800517/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",280.0,4.0,2.0,1200000,2,3.0,Casa,,,,Santana de Parnaíba  SP
1,25,                LoteTerreno    a Venda 250m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-250m2-venda-RS150000-id-2474275000/,"                Alameda Karajá - Aldeia da Serra, Santana de Parnaíba - SP              ",250.0,,,150000,,,Lote,Alameda Karajá,,,Santana de Parnaíba  SP
1,27,                Casa de condominio com 4 Quartos a Venda 300m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-300m2-venda-RS1650000-id-2482585087/,"                Alameda das Sucupiras - Aldeia da Serra, Santana de Parnaíba - SP              ",300.0,4.0,2.0,1650000,5,3.0,Casa,Alameda das Sucupiras,,,Santana de Parnaíba  SP
1,30,                Sobrado com 4 Quartos a Venda 385m2            ,www.vivareal.com.br/imovel/sobrado-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-385m2-venda-RS1500000-id-2482039698/,"                Alameda das Perobas - Aldeia da Serra, Santana de Parnaíba - SP              ",385.0,4.0,2.0,1500000,5,3.0,Casa,Alameda das Perobas,,,Santana de Parnaíba  SP
1,32,                LoteTerreno    a Venda 428m2            ,www.vivareal.com.br/imovel/lote-terreno-aldeia-da-serra-bairros-santana-de-parnaiba-428m2-venda-RS363700-id-2469692491/,"                Estrada Marechal Mascarenhas de Moraes - Aldeia da Serra, Santana de Parnaíba - SP              ",428.0,,,363700,,,Lote,Estrada Marechal Mascarenhas de Moraes,,,Santana de Parnaíba  SP
1,33,                Casa de condominio com 4 Quartos para VendaAluguel 460m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-460m2-venda-RS1800000-id-2476224165/,"                Alameda Sabiá - Aldeia da Serra, Barueri - SP              ",460.0,4.0,4.0,1800000,6,2.0,Casa,Alameda Sabiá,,,Barueri  SP
1,34,                Casa de condominio com 4 Quartos a Venda 385m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-385m2-venda-RS1500000-id-2482350201/,"                Alameda das Perobas - Aldeia da Serra, Santana de Parnaíba - SP              ",385.0,4.0,2.0,1500000,5,4.0,Casa,Alameda das Perobas,,,Santana de Parnaíba  SP
1,35,                Casa de condominio com 4 Quartos a Venda 324m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-324m2-venda-RS1980000-id-2486661110/,"                Alameda das Dálias - Aldeia da Serra, Santana de Parnaíba - SP              ",324.0,4.0,4.0,1980000,7,4.0,Casa,Alameda das Dálias,,,Santana de Parnaíba  SP
2,3,                Casa de condominio com 5 Quartos a Venda 840m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-840m2-venda-RS1100000-id-2445708706/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",840.0,5.0,3.0,1100000,7,2.0,Casa,,,,Santana de Parnaíba  SP
2,5,                Casa de condominio com 4 Quartos para VendaAluguel 400m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-400m2-venda-RS1600000-id-2482351873/,"                Alameda das Braúnas - Aldeia da Serra, Santana de Parnaíba - SP              ",400.0,4.0,2.0,1600000,5,2.0,Casa,Alameda das Braúnas,,,Santana de Parnaíba  SP
2,7,                Casa de condominio com 3 Quartos a Venda 370m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-370m2-venda-RS1700000-id-2472927742/,"                Alameda das Paineiras - Aldeia da Serra, Santana de Parnaíba - SP              ",370.0,3.0,3.0,1700000,5,4.0,Casa,Alameda das Paineiras,,,Santana de Parnaíba  SP
2,9,                Casa de condominio com 4 Quartos a Venda 290m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-290m2-venda-RS1390000-id-2485071573/,"                Alameda das Rosas - Aldeia da Serra, Santana de Parnaíba - SP              ",290.0,4.0,2.0,1390000,5,4.0,Casa,Alameda das Rosas,,,Santana de Parnaíba  SP
2,10,                Casa de condominio com 2 Quartos a Venda 295m2            ,www.vivareal.com.br/imovel/casa-de-condominio-2-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-295m2-venda-RS800000-id-1039657383/,"                Alameda Xavante - Aldeia da Serra, Santana de Parnaíba - SP              ",295.0,2.0,,800000,4,4.0,Casa,Alameda Xavante,,,Santana de Parnaíba  SP
2,11,                Casa com 4 Quartos a Venda 687m2            ,www.vivareal.com.br/imovel/casa-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-687m2-venda-RS3500000-id-2485185583/,"                Alameda Perseus - Aldeia da Serra, Barueri - SP              ",687.0,4.0,4.0,3500000,8,6.0,Casa,Alameda Perseus,,,Barueri  SP
2,12,                Casa de condominio com 4 Quartos a Venda 304m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-304m2-venda-RS1395000-id-2482349950/,"                Alameda das Dálias - Aldeia da Serra, Santana de Parnaíba - SP              ",304.0,4.0,3.0,1395000,6,4.0,Casa,Alameda das Dálias,,,Santana de Parnaíba  SP
2,13,                Casa de condominio com 4 Quartos a Venda 400m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-400m2-venda-RS1500000-id-86433783/,"                Alameda Bem-Te-Vi - Aldeia da Serra, Barueri - SP              ",400.0,4.0,2.0,1500000,4,4.0,Casa,Alameda BemTeVi,,,Barueri  SP
2,14,                Casa de condominio com 4 Quartos para VendaAluguel 600m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-600m2-venda-RS4500000-id-2482351263/,"                Alameda Sabiá - Aldeia da Serra, Barueri - SP              ",600.0,4.0,4.0,4500000,7,5.0,Casa,Alameda Sabiá,,,Barueri  SP
2,16,                Casa de condominio com 4 Quartos a Venda 566m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-566m2-venda-RS1750000-id-2480090281/,"                Alameda Dourada - Aldeia da Serra, Barueri - SP              ",566.0,4.0,4.0,1750000,7,12.0,Casa,Alameda Dourada,,,Barueri  SP
2,17,                Casa de condominio com 3 Quartos a Venda 580m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-580m2-venda-RS2990000-id-2487704629/,"                Alameda Xarais - Aldeia da Serra, Barueri - SP              ",580.0,3.0,3.0,2990000,5,,Casa,Alameda Xarais,,,Barueri  SP
2,18,                Casa de condominio com 4 Quartos a Venda 455m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-455m2-venda-RS2400000-id-2448437043/,"                Alameda Caraceres - Aldeia da Serra, Barueri - SP              ",455.0,4.0,4.0,2400000,4,4.0,Casa,Alameda Caraceres,,,Barueri  SP
2,19,                Casa de condominio com 4 Quartos a Venda 450m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-barueri-com-garagem-450m2-venda-RS2000000-id-2486439562/,"                Avenida dos Lagos, 1585 - Aldeia da Serra, Barueri - SP              ",450.0,4.0,4.0,2000000,7,3.0,Casa,Avenida dos Lagos,1585.0,,Barueri  SP
2,20,                Casa de condominio com 4 Quartos para VendaAluguel 260m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-260m2-venda-RS1300000-id-2482348459/,"                Alameda dos Cravos - Aldeia da Serra, Santana de Parnaíba - SP              ",260.0,4.0,2.0,1300000,5,5.0,Casa,Alameda dos Cravos,,,Santana de Parnaíba  SP
2,21,                Casa de condominio com 4 Quartos a Venda 324m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-324m2-venda-RS1980000-id-2482474315/,"                Aldeia da Serra, Santana de Parnaíba - SP              ",324.0,4.0,4.0,1980000,6,4.0,Casa,,,,Santana de Parnaíba  SP
2,23,                Casa de condominio com 3 Quartos a Venda 298m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-298m2-venda-RS1050000-id-2448439789/,"                Alameda das Dálias - Aldeia da Serra, Santana de Parnaíba - SP              ",298.0,3.0,1.0,1050000,4,4.0,Casa,Alameda das Dálias,,,Santana de Parnaíba  SP
2,24,                Casa de condominio com 3 Quartos a Venda 350m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-350m2-venda-RS1400000-id-2459531875/,"                Estrada Doutor Yojiro Takaoka, 36 - Aldeia da Serra, Barueri - SP              ",350.0,3.0,3.0,1400000,5,4.0,Casa,Estrada Doutor Yojiro Takaoka,36.0,,Barueri  SP
2,25,                Casa de condominio com 4 Quartos a Venda 246m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-246m2-venda-RS1500000-id-2482351998/,"                Alameda dos Antúrios - Aldeia da Serra, Santana de Parnaíba - SP              ",246.0,4.0,4.0,1500000,5,2.0,Casa,Alameda dos Antúrios,,,Santana de Parnaíba  SP
2,26,                Casa de condominio com 5 Quartos a Venda 420m2            ,www.vivareal.com.br/imovel/casa-de-condominio-5-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-420m2-venda-RS2500000-id-2448437815/,"                Alameda dos Jasmins - Aldeia da Serra, Santana de Parnaíba - SP              ",420.0,5.0,5.0,2500000,6,2.0,Casa,Alameda dos Jasmins,,,Santana de Parnaíba  SP
2,27,                Casa de condominio com 3 Quartos a Venda 254m2            ,www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-aldeia-da-serra-bairros-barueri-com-garagem-254m2-venda-RS1200000-id-2483614412/,"                Alameda Sabiá - Aldeia da Serra, Barueri - SP              ",254.0,3.0,3.0,1200000,5,4.0,Casa,Alameda Sabiá,,,Barueri  SP
2,28,                Casa de condominio com 4 Quartos a Venda 306m2            ,www.vivareal.com.br/imovel/casa-de-condominio-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-306m2-venda-RS1700000-id-2482351693/,"                Alameda dos Cravos - Aldeia da Serra, Santana de Parnaíba - SP              ",306.0,4.0,4.0,1700000,7,4.0,Casa,Alameda dos Cravos,,,Santana de Parnaíba  SP
2,30,                Sobrado com 4 Quartos a Venda 376m2            ,www.vivareal.com.br/imovel/sobrado-4-quartos-aldeia-da-serra-bairros-santana-de-parnaiba-com-garagem-376m2-venda-RS2500000-id-2484937993/,"                Alameda dos Antúrios - Aldeia da Serra, Santana de Parnaíba - SP              ",376.0,4.0,4.0,2500000,7,3.0,Casa,Alameda dos Antúrios,,,Santana de Parnaíba  SP
